id,molecule_name,atom_index_0,atom_index_1,type,scalar_coupling_constant
3153607,dsgdb9nsd_091915,18,2,3JHC,1.53985
3153608,dsgdb9nsd_091915,18,3,2JHC,0.642599
3153609,dsgdb9nsd_091915,18,4,2JHC,-1.12236
3153610,dsgdb9nsd_091915,18,5,1JHC,97.9997
3153611,dsgdb9nsd_091915,18,6,2JHC,0.657478
3153612,dsgdb9nsd_091915,18,8,3JHC,4.67016
3153613,dsgdb9nsd_091915,18,19,3JHH,4.90718
3153614,dsgdb9nsd_091915,19,1,3JHC,0.640892
3153615,dsgdb9nsd_091915,19,3,3JHC,-0.07462
3153616,dsgdb9nsd_091915,19,4,3JHC,5.2176599999999995
3153617,dsgdb9nsd_091915,19,5,2JHC,-0.449603
3153618,dsgdb9nsd_091915,19,6,1JHC,87.5144
3153619,dsgdb9nsd_091915,19,8,2JHC,2.79454
3153620,dsgdb9nsd_091915,19,20,3JHH,1.70792
3153621,dsgdb9nsd_091915,19,21,3JHH,8.80482
3153622,dsgdb9nsd_091915,19,22,3JHH,5.3377300000000005
3153623,dsgdb9nsd_091915,20,5,3JHC,8.11875
3153624,dsgdb9nsd_091915,20,6,2JHC,-1.00509
3153625,dsgdb9nsd_091915,20,8,3JHC,0.35468
3153626,dsgdb9nsd_091915,21,0,3JHC,1.2609299999999999
3153627,dsgdb9nsd_091915,21,1,2JHC,-0.622678
3153628,dsgdb9nsd_091915,21,2,3JHC,3.1306
3153629,dsgdb9nsd_091915,21,5,3JHC,1.54929
3153630,dsgdb9nsd_091915,21,6,2JHC,-3.00049
3153631,dsgdb9nsd_091915,21,8,1JHC,83.0915
3153632,dsgdb9nsd_091915,21,22,2JHH,-10.8553
3153633,dsgdb9nsd_091915,22,0,3JHC,3.27566
3153634,dsgdb9nsd_091915,22,1,2JHC,-1.88946
3153635,dsgdb9nsd_091915,22,2,3JHC,4.985130000000001
3153636,dsgdb9nsd_091915,22,5,3JHC,5.396669999999999
3153637,dsgdb9nsd_091915,22,6,2JHC,-2.95276
3153638,dsgdb9nsd_091915,22,8,1JHC,78.1741
3154763,dsgdb9nsd_091942,9,0,1JHC,82.8381
3154764,dsgdb9nsd_091942,9,1,2JHC,-1.58751
3154765,dsgdb9nsd_091942,9,2,3JHC,1.81045
3154766,dsgdb9nsd_091942,9,6,3JHC,1.22333
3154767,dsgdb9nsd_091942,9,10,2JHH,-11.8856
3154768,dsgdb9nsd_091942,9,11,2JHH,-11.2851
3154769,dsgdb9nsd_091942,9,12,3JHH,13.2867
3154770,dsgdb9nsd_091942,10,0,1JHC,80.9415
3154771,dsgdb9nsd_091942,10,1,2JHC,-1.7973700000000001
3154772,dsgdb9nsd_091942,10,2,3JHC,1.9085599999999998
3154773,dsgdb9nsd_091942,10,6,3JHC,7.642010000000001
3154774,dsgdb9nsd_091942,10,11,2JHH,-11.9883
3154775,dsgdb9nsd_091942,10,12,3JHH,4.105919999999999
3154776,dsgdb9nsd_091942,11,0,1JHC,84.04
3154777,dsgdb9nsd_091942,11,1,2JHC,-1.38703
3154778,dsgdb9nsd_091942,11,2,3JHC,8.75153
3154779,dsgdb9nsd_091942,11,6,3JHC,0.567409
3154780,dsgdb9nsd_091942,11,12,3JHH,3.69567
3154781,dsgdb9nsd_091942,12,0,2JHC,-1.50647
3154782,dsgdb9nsd_091942,12,1,1JHC,78.077
3154783,dsgdb9nsd_091942,12,2,2JHC,-0.522408
3154784,dsgdb9nsd_091942,12,3,3JHN,0.611535
3154785,dsgdb9nsd_091942,12,5,3JHC,2.9592
3154786,dsgdb9nsd_091942,12,6,2JHC,-3.65176
3154787,dsgdb9nsd_091942,12,7,3JHC,-0.117272
3154788,dsgdb9nsd_091942,12,13,3JHH,7.81389
3154789,dsgdb9nsd_091942,12,14,3JHH,1.04922
3154790,dsgdb9nsd_091942,13,0,3JHC,6.0376199999999995
3154791,dsgdb9nsd_091942,13,1,2JHC,0.353788
3154792,dsgdb9nsd_091942,13,2,1JHC,83.8587
3154793,dsgdb9nsd_091942,13,3,2JHN,4.81175
3154794,dsgdb9nsd_091942,13,4,3JHC,8.78709
3154795,dsgdb9nsd_091942,13,5,3JHC,-0.408719
3154796,dsgdb9nsd_091942,13,6,3JHC,0.249403
3154797,dsgdb9nsd_091942,13,14,2JHH,-10.7884
3154798,dsgdb9nsd_091942,14,0,3JHC,7.45805
3154799,dsgdb9nsd_091942,14,1,2JHC,1.09004
3154800,dsgdb9nsd_091942,14,2,1JHC,86.9185
3154801,dsgdb9nsd_091942,14,3,2JHN,1.13016
3154802,dsgdb9nsd_091942,14,4,3JHC,3.3067900000000003
3154803,dsgdb9nsd_091942,14,5,3JHC,5.46291
3154804,dsgdb9nsd_091942,14,6,3JHC,3.1175599999999997
3154805,dsgdb9nsd_091942,15,2,3JHC,4.08818
3154806,dsgdb9nsd_091942,15,3,2JHN,5.62476
3154807,dsgdb9nsd_091942,15,4,1JHC,107.613
3154808,dsgdb9nsd_091942,15,5,2JHC,0.223534
3154809,dsgdb9nsd_091942,15,6,3JHC,1.61
3154810,dsgdb9nsd_091942,15,16,2JHH,0.523658
3154811,dsgdb9nsd_091942,15,17,3JHH,3.93581
3154812,dsgdb9nsd_091942,16,2,3JHC,6.75565
3154813,dsgdb9nsd_091942,16,3,2JHN,0.292421
3154814,dsgdb9nsd_091942,16,4,1JHC,114.88600000000001
3154815,dsgdb9nsd_091942,16,5,2JHC,-0.737831
3154816,dsgdb9nsd_091942,16,6,3JHC,2.65823
3154817,dsgdb9nsd_091942,16,17,3JHH,1.43482
3154818,dsgdb9nsd_091942,17,1,3JHC,1.43669
3154819,dsgdb9nsd_091942,17,2,3JHC,4.32608
3154820,dsgdb9nsd_091942,17,3,2JHN,5.85792
3154821,dsgdb9nsd_091942,17,4,2JHC,-0.015768
3154822,dsgdb9nsd_091942,17,5,1JHC,105.73899999999999
3154823,dsgdb9nsd_091942,17,6,2JHC,3.5394300000000003
3154824,dsgdb9nsd_091942,17,7,3JHC,-0.146238
3154825,dsgdb9nsd_091942,18,1,3JHC,0.064328
3154826,dsgdb9nsd_091942,18,5,3JHC,0.8954620000000001
3154827,dsgdb9nsd_091942,18,6,2JHC,1.12782
3154828,dsgdb9nsd_091942,18,7,1JHC,83.6153
3154829,dsgdb9nsd_091942,18,19,2JHH,-11.9022
3154830,dsgdb9nsd_091942,18,20,2JHH,-11.3561
3154831,dsgdb9nsd_091942,19,1,3JHC,0.860542
3154832,dsgdb9nsd_091942,19,5,3JHC,7.82198
3154833,dsgdb9nsd_091942,19,6,2JHC,-3.4180900000000003
3154834,dsgdb9nsd_091942,19,7,1JHC,81.6451
3154835,dsgdb9nsd_091942,19,20,2JHH,-11.0432
3154836,dsgdb9nsd_091942,20,1,3JHC,5.3474900000000005
3154837,dsgdb9nsd_091942,20,5,3JHC,2.24234
3154838,dsgdb9nsd_091942,20,6,2JHC,-3.2949599999999997
3154839,dsgdb9nsd_091942,20,7,1JHC,82.7435
3154840,dsgdb9nsd_091942,21,1,3JHC,-0.120893
3154841,dsgdb9nsd_091942,21,5,3JHC,8.833730000000001
3154842,dsgdb9nsd_091942,21,6,2JHC,-0.962461
3154843,dsgdb9nsd_091942,21,7,3JHC,1.12784
3164151,dsgdb9nsd_092166,9,0,1JHC,87.4191
3164152,dsgdb9nsd_092166,9,1,2JHC,-2.32192
3164153,dsgdb9nsd_092166,9,2,3JHC,2.47887
3164154,dsgdb9nsd_092166,9,7,3JHC,2.12656
3164155,dsgdb9nsd_092166,9,10,2JHH,-11.07
3164156,dsgdb9nsd_092166,9,11,2JHH,-10.8509
3164157,dsgdb9nsd_092166,9,12,3JHH,11.3983
3164158,dsgdb9nsd_092166,10,0,1JHC,81.6383
3164159,dsgdb9nsd_092166,10,1,2JHC,-1.8286799999999999
3164160,dsgdb9nsd_092166,10,2,3JHC,1.19775
3164161,dsgdb9nsd_092166,10,7,3JHC,9.58487
3164162,dsgdb9nsd_092166,10,11,2JHH,-11.9923
3164163,dsgdb9nsd_092166,10,12,3JHH,3.69181
3164164,dsgdb9nsd_092166,11,0,1JHC,79.1264
3164165,dsgdb9nsd_092166,11,1,2JHC,-0.9593969999999999
3164166,dsgdb9nsd_092166,11,2,3JHC,9.125860000000001
3164167,dsgdb9nsd_092166,11,7,3JHC,1.9333
3164168,dsgdb9nsd_092166,11,12,3JHH,2.77156
3164169,dsgdb9nsd_092166,12,0,2JHC,-1.0087
3164170,dsgdb9nsd_092166,12,1,1JHC,77.7016
3164171,dsgdb9nsd_092166,12,2,2JHC,-2.00283
3164172,dsgdb9nsd_092166,12,3,3JHC,3.72108
3164173,dsgdb9nsd_092166,12,5,3JHC,4.54512
3164174,dsgdb9nsd_092166,12,6,3JHC,-0.22907199999999997
3164175,dsgdb9nsd_092166,12,7,2JHC,-4.17835
3164176,dsgdb9nsd_092166,12,13,3JHH,9.26652
3164177,dsgdb9nsd_092166,12,14,3JHH,0.9460870000000001
3164178,dsgdb9nsd_092166,13,0,3JHC,4.03161
3164179,dsgdb9nsd_092166,13,1,2JHC,-1.1977
3164180,dsgdb9nsd_092166,13,2,1JHC,75.3001
3164181,dsgdb9nsd_092166,13,3,2JHC,3.42784
3164182,dsgdb9nsd_092166,13,6,3JHC,0.276134
3164183,dsgdb9nsd_092166,13,7,3JHC,0.44041
3164184,dsgdb9nsd_092166,13,14,2JHH,-11.0815
3164185,dsgdb9nsd_092166,13,15,3JHH,1.32912
3164186,dsgdb9nsd_092166,14,0,3JHC,6.581339999999999
3164187,dsgdb9nsd_092166,14,1,2JHC,0.464817
3164188,dsgdb9nsd_092166,14,2,1JHC,84.6567
3164189,dsgdb9nsd_092166,14,3,2JHC,-2.5697
3164190,dsgdb9nsd_092166,14,6,3JHC,7.026089999999999
3164191,dsgdb9nsd_092166,14,7,3JHC,5.19854
3164192,dsgdb9nsd_092166,14,15,3JHH,1.51626
3164193,dsgdb9nsd_092166,15,1,3JHC,5.46864
3164194,dsgdb9nsd_092166,15,2,2JHC,3.93016
3164195,dsgdb9nsd_092166,15,3,1JHC,87.1121
3164196,dsgdb9nsd_092166,15,5,3JHC,0.766987
3164197,dsgdb9nsd_092166,15,6,2JHC,0.599568
3164198,dsgdb9nsd_092166,15,7,3JHC,2.64738
3164199,dsgdb9nsd_092166,15,17,3JHH,1.9306900000000002
3164200,dsgdb9nsd_092166,16,1,3JHC,-0.857348
3164201,dsgdb9nsd_092166,16,3,3JHC,2.73068
3164202,dsgdb9nsd_092166,16,5,1JHC,128.186
3164203,dsgdb9nsd_092166,16,6,2JHC,-1.2639799999999999
3164204,dsgdb9nsd_092166,16,7,2JHC,2.04708
3164205,dsgdb9nsd_092166,16,17,3JHH,3.4457199999999997
3164206,dsgdb9nsd_092166,17,1,3JHC,-0.455635
3164207,dsgdb9nsd_092166,17,2,3JHC,1.92832
3164208,dsgdb9nsd_092166,17,3,2JHC,3.08567
3164209,dsgdb9nsd_092166,17,5,2JHC,-2.37562
3164210,dsgdb9nsd_092166,17,6,1JHC,120.913
3164211,dsgdb9nsd_092166,17,7,2JHC,-1.60079
3164212,dsgdb9nsd_092166,18,1,3JHC,-0.657201
3164213,dsgdb9nsd_092166,18,5,3JHC,0.382775
3164214,dsgdb9nsd_092166,18,6,3JHC,7.04827
3164215,dsgdb9nsd_092166,18,7,2JHC,-1.7701799999999999
3171739,dsgdb9nsd_092336,9,0,1JHC,90.9597
3171740,dsgdb9nsd_092336,9,1,2JHC,-4.37498
3171741,dsgdb9nsd_092336,9,8,3JHC,1.6884
3171742,dsgdb9nsd_092336,9,10,2JHH,-11.0923
3171743,dsgdb9nsd_092336,9,11,2JHH,-10.3923
3171744,dsgdb9nsd_092336,9,12,3JHH,11.0263
3171745,dsgdb9nsd_092336,10,0,1JHC,81.3134
3171746,dsgdb9nsd_092336,10,1,2JHC,-4.38704
3171747,dsgdb9nsd_092336,10,8,3JHC,7.85515
3171748,dsgdb9nsd_092336,10,11,2JHH,-12.5226
3171749,dsgdb9nsd_092336,10,12,3JHH,3.9902599999999997
3171750,dsgdb9nsd_092336,11,0,1JHC,79.033
3171751,dsgdb9nsd_092336,11,1,2JHC,1.55322
3171752,dsgdb9nsd_092336,11,8,3JHC,0.570253
3171753,dsgdb9nsd_092336,11,12,3JHH,1.7852
3171754,dsgdb9nsd_092336,12,0,2JHC,2.1334299999999997
3171755,dsgdb9nsd_092336,12,1,1JHC,86.0514
3171756,dsgdb9nsd_092336,12,3,3JHC,0.838607
3171757,dsgdb9nsd_092336,12,6,3JHC,4.22979
3171758,dsgdb9nsd_092336,12,8,2JHC,0.7054560000000001
3171759,dsgdb9nsd_092336,12,20,3JHH,5.663209999999999
3171760,dsgdb9nsd_092336,13,1,3JHC,2.9983
3171761,dsgdb9nsd_092336,13,3,1JHC,84.7208
3171762,dsgdb9nsd_092336,13,4,2JHC,9.425419999999999
3171763,dsgdb9nsd_092336,13,6,3JHC,2.51525
3171764,dsgdb9nsd_092336,13,8,2JHC,2.28825
3171765,dsgdb9nsd_092336,13,14,3JHH,2.49932
3171766,dsgdb9nsd_092336,13,15,3JHH,-0.06493099999999999
3171767,dsgdb9nsd_092336,13,20,3JHH,4.41282
3171768,dsgdb9nsd_092336,14,3,2JHC,6.1540099999999995
3171769,dsgdb9nsd_092336,14,4,1JHC,88.92200000000001
3171770,dsgdb9nsd_092336,14,6,3JHC,0.298764
3171771,dsgdb9nsd_092336,14,8,3JHC,0.792998
3171772,dsgdb9nsd_092336,14,15,2JHH,-8.596680000000001
3171773,dsgdb9nsd_092336,15,3,2JHC,-2.09461
3171774,dsgdb9nsd_092336,15,4,1JHC,88.3214
3171775,dsgdb9nsd_092336,15,6,3JHC,8.090119999999999
3171776,dsgdb9nsd_092336,15,8,3JHC,4.8573900000000005
3171777,dsgdb9nsd_092336,16,1,3JHC,8.461110000000001
3171778,dsgdb9nsd_092336,16,3,3JHC,2.84953
3171779,dsgdb9nsd_092336,16,4,3JHC,0.9640799999999999
3171780,dsgdb9nsd_092336,16,6,1JHC,86.5927
3171781,dsgdb9nsd_092336,16,7,2JHC,-0.8543149999999999
3171782,dsgdb9nsd_092336,16,8,2JHC,1.41154
3171783,dsgdb9nsd_092336,16,17,3JHH,11.1894
3171784,dsgdb9nsd_092336,16,18,3JHH,2.12872
3171785,dsgdb9nsd_092336,16,19,3JHH,4.47746
3171786,dsgdb9nsd_092336,16,20,3JHH,3.83284
3171787,dsgdb9nsd_092336,17,6,2JHC,-3.7221
3171788,dsgdb9nsd_092336,17,7,1JHC,84.976
3171789,dsgdb9nsd_092336,17,8,3JHC,1.5895299999999999
3171790,dsgdb9nsd_092336,17,18,2JHH,-11.4495
3171791,dsgdb9nsd_092336,17,19,2JHH,-11.1948
3171792,dsgdb9nsd_092336,18,6,2JHC,1.7309599999999998
3171793,dsgdb9nsd_092336,18,7,1JHC,79.8683
3171794,dsgdb9nsd_092336,18,8,3JHC,0.660142
3171795,dsgdb9nsd_092336,18,19,2JHH,-12.3029
3171796,dsgdb9nsd_092336,19,6,2JHC,-4.40825
3171797,dsgdb9nsd_092336,19,7,1JHC,84.8441
3171798,dsgdb9nsd_092336,19,8,3JHC,7.17513
3171799,dsgdb9nsd_092336,20,0,3JHC,2.85826
3171800,dsgdb9nsd_092336,20,1,2JHC,-0.29230700000000004
3171801,dsgdb9nsd_092336,20,3,2JHC,-0.12337000000000001
3171802,dsgdb9nsd_092336,20,4,3JHC,3.21747
3171803,dsgdb9nsd_092336,20,6,2JHC,4.87325
3171804,dsgdb9nsd_092336,20,7,3JHC,0.014211000000000001
3171805,dsgdb9nsd_092336,20,8,1JHC,76.501
3171806,dsgdb9nsd_092337,9,0,1JHC,83.5315
3171807,dsgdb9nsd_092337,9,1,2JHC,-4.23451
3171808,dsgdb9nsd_092337,9,8,3JHC,6.46071
3171809,dsgdb9nsd_092337,9,10,2JHH,-12.5569
3171810,dsgdb9nsd_092337,9,11,2JHH,-10.2209
3171811,dsgdb9nsd_092337,9,12,3JHH,3.427
3171812,dsgdb9nsd_092337,10,0,1JHC,79.9671
3171813,dsgdb9nsd_092337,10,1,2JHC,1.81275
3171814,dsgdb9nsd_092337,10,8,3JHC,0.42305699999999996
3171815,dsgdb9nsd_092337,10,11,2JHH,-12.0039
3171816,dsgdb9nsd_092337,10,12,3JHH,2.88256
3171817,dsgdb9nsd_092337,11,0,1JHC,87.8279
3171818,dsgdb9nsd_092337,11,1,2JHC,-3.9439300000000004
3171819,dsgdb9nsd_092337,11,8,3JHC,1.91155
3171820,dsgdb9nsd_092337,11,12,3JHH,11.1031
3171821,dsgdb9nsd_092337,12,0,2JHC,-0.754556
3171822,dsgdb9nsd_092337,12,1,1JHC,83.6414
3171823,dsgdb9nsd_092337,12,3,3JHC,1.3940700000000001
3171824,dsgdb9nsd_092337,12,4,3JHC,3.20148
3171825,dsgdb9nsd_092337,12,6,3JHC,6.54876
3171826,dsgdb9nsd_092337,12,8,2JHC,1.68019
3171827,dsgdb9nsd_092337,12,20,3JHH,3.21296
3171828,dsgdb9nsd_092337,13,1,3JHC,0.43666800000000006
3171829,dsgdb9nsd_092337,13,3,1JHC,91.3979
3171830,dsgdb9nsd_092337,13,4,2JHC,2.01681
3171831,dsgdb9nsd_092337,13,5,3JHC,6.0265699999999995
3171832,dsgdb9nsd_092337,13,8,3JHC,0.443945
3171833,dsgdb9nsd_092337,13,14,2JHH,-7.89532
3171834,dsgdb9nsd_092337,13,15,3JHH,5.44581
3171835,dsgdb9nsd_092337,14,1,3JHC,7.387980000000001
3171836,dsgdb9nsd_092337,14,3,1JHC,86.0166
3171837,dsgdb9nsd_092337,14,4,2JHC,0.434435
3171838,dsgdb9nsd_092337,14,5,3JHC,6.01734
3171839,dsgdb9nsd_092337,14,8,3JHC,4.4915
3171840,dsgdb9nsd_092337,14,15,3JHH,0.436018
3171841,dsgdb9nsd_092337,15,1,3JHC,1.2731299999999999
3171842,dsgdb9nsd_092337,15,3,2JHC,3.4876
3171843,dsgdb9nsd_092337,15,4,1JHC,76.0572
3171844,dsgdb9nsd_092337,15,5,2JHC,-0.292673
3171845,dsgdb9nsd_092337,15,6,3JHC,7.42057
3171846,dsgdb9nsd_092337,15,8,2JHC,0.49358500000000005
3171847,dsgdb9nsd_092337,15,16,3JHH,6.778580000000001
3171848,dsgdb9nsd_092337,15,17,3JHH,1.4874399999999999
3171849,dsgdb9nsd_092337,15,20,3JHH,5.08296
3171850,dsgdb9nsd_092337,16,3,3JHC,6.19718
3171851,dsgdb9nsd_092337,16,4,2JHC,-0.882609
3171852,dsgdb9nsd_092337,16,5,1JHC,80.2542
3171853,dsgdb9nsd_092337,16,6,2JHC,-0.117904
3171854,dsgdb9nsd_092337,16,8,3JHC,1.82402
3171855,dsgdb9nsd_092337,16,17,2JHH,-11.5928
3171856,dsgdb9nsd_092337,16,18,3JHH,6.5267599999999995
3171857,dsgdb9nsd_092337,17,3,3JHC,6.2886
3171858,dsgdb9nsd_092337,17,4,2JHC,-1.30914
3171859,dsgdb9nsd_092337,17,5,1JHC,88.3443
3171860,dsgdb9nsd_092337,17,6,2JHC,-3.3098699999999996
3171861,dsgdb9nsd_092337,17,8,3JHC,4.5835
3171862,dsgdb9nsd_092337,17,18,3JHH,1.0854
3171863,dsgdb9nsd_092337,18,1,3JHC,1.57944
3171864,dsgdb9nsd_092337,18,4,3JHC,4.85105
3171865,dsgdb9nsd_092337,18,5,2JHC,0.43526499999999996
3171866,dsgdb9nsd_092337,18,6,1JHC,89.9582
3171867,dsgdb9nsd_092337,18,8,2JHC,1.1543299999999999
3171868,dsgdb9nsd_092337,18,19,3JHH,13.4662
3171869,dsgdb9nsd_092337,18,20,3JHH,5.16257
3171870,dsgdb9nsd_092337,19,5,3JHC,0.034581
3171871,dsgdb9nsd_092337,19,6,2JHC,-1.47878
3171872,dsgdb9nsd_092337,19,8,3JHC,1.66983
3171873,dsgdb9nsd_092337,20,0,3JHC,0.017562
3171874,dsgdb9nsd_092337,20,1,2JHC,4.32911
3171875,dsgdb9nsd_092337,20,3,3JHC,3.75795
3171876,dsgdb9nsd_092337,20,4,2JHC,0.995367
3171877,dsgdb9nsd_092337,20,5,3JHC,2.84328
3171878,dsgdb9nsd_092337,20,6,2JHC,1.40011
3171879,dsgdb9nsd_092337,20,8,1JHC,70.6479
3176513,dsgdb9nsd_092448,9,0,1JHC,87.1717
3176514,dsgdb9nsd_092448,9,1,2JHC,-2.8042
3176515,dsgdb9nsd_092448,9,2,3JHC,1.8909
3176516,dsgdb9nsd_092448,9,6,3JHC,2.29547
3176517,dsgdb9nsd_092448,9,10,2JHH,-10.7691
3176518,dsgdb9nsd_092448,9,11,2JHH,-11.7357
3176519,dsgdb9nsd_092448,9,12,3JHH,11.8171
3176520,dsgdb9nsd_092448,10,0,1JHC,81.6585
3176521,dsgdb9nsd_092448,10,1,2JHC,-1.4415799999999999
3176522,dsgdb9nsd_092448,10,2,3JHC,1.8711400000000002
3176523,dsgdb9nsd_092448,10,6,3JHC,7.138739999999999
3176524,dsgdb9nsd_092448,10,11,2JHH,-11.6629
3176525,dsgdb9nsd_092448,10,12,3JHH,3.31156
3176526,dsgdb9nsd_092448,11,0,1JHC,80.4246
3176527,dsgdb9nsd_092448,11,1,2JHC,-1.21003
3176528,dsgdb9nsd_092448,11,2,3JHC,9.55456
3176529,dsgdb9nsd_092448,11,6,3JHC,0.987783
3176530,dsgdb9nsd_092448,11,12,3JHH,3.3563
3176531,dsgdb9nsd_092448,12,0,2JHC,-1.30292
3176532,dsgdb9nsd_092448,12,1,1JHC,73.5181
3176533,dsgdb9nsd_092448,12,2,2JHC,-1.88409
3176534,dsgdb9nsd_092448,12,3,3JHC,0.8180310000000001
3176535,dsgdb9nsd_092448,12,6,2JHC,2.6535900000000003
3176536,dsgdb9nsd_092448,12,7,3JHC,0.104198
3176537,dsgdb9nsd_092448,12,13,3JHH,9.068660000000001
3176538,dsgdb9nsd_092448,12,14,3JHH,2.96163
3176539,dsgdb9nsd_092448,12,18,3JHH,1.99745
3176540,dsgdb9nsd_092448,13,0,3JHC,2.38407
3176541,dsgdb9nsd_092448,13,1,2JHC,-1.42211
3176542,dsgdb9nsd_092448,13,2,1JHC,79.9555
3176543,dsgdb9nsd_092448,13,3,2JHC,-0.405854
3176544,dsgdb9nsd_092448,13,4,3JHC,7.13882
3176545,dsgdb9nsd_092448,13,6,3JHC,1.4414
3176546,dsgdb9nsd_092448,13,7,3JHC,0.097564
3176547,dsgdb9nsd_092448,13,14,2JHH,-9.978439999999999
3176548,dsgdb9nsd_092448,13,15,3JHH,3.8144400000000003
3176549,dsgdb9nsd_092448,14,0,3JHC,7.385739999999999
3176550,dsgdb9nsd_092448,14,1,2JHC,0.016683
3176551,dsgdb9nsd_092448,14,2,1JHC,83.8637
3176552,dsgdb9nsd_092448,14,3,2JHC,-0.058263
3176553,dsgdb9nsd_092448,14,4,3JHC,5.8730199999999995
3176554,dsgdb9nsd_092448,14,6,3JHC,1.56851
3176555,dsgdb9nsd_092448,14,7,3JHC,4.43769
3176556,dsgdb9nsd_092448,14,15,3JHH,0.41842700000000005
3176557,dsgdb9nsd_092448,15,1,3JHC,5.04081
3176558,dsgdb9nsd_092448,15,2,2JHC,1.36955
3176559,dsgdb9nsd_092448,15,3,1JHC,77.6005
3176560,dsgdb9nsd_092448,15,4,2JHC,4.06695
3176561,dsgdb9nsd_092448,15,6,3JHC,3.9362800000000004
3176562,dsgdb9nsd_092448,15,7,2JHC,-0.8726440000000001
3176563,dsgdb9nsd_092448,15,16,3JHH,2.4585
3176564,dsgdb9nsd_092448,15,17,3JHH,0.14553
3176565,dsgdb9nsd_092448,15,19,3JHH,1.77615
3176566,dsgdb9nsd_092448,16,2,3JHC,5.68049
3176567,dsgdb9nsd_092448,16,3,2JHC,1.24684
3176568,dsgdb9nsd_092448,16,4,1JHC,83.4924
3176569,dsgdb9nsd_092448,16,6,3JHC,0.730907
3176570,dsgdb9nsd_092448,16,7,3JHC,0.524309
3176571,dsgdb9nsd_092448,16,17,2JHH,-5.53517
3176572,dsgdb9nsd_092448,17,2,3JHC,5.285819999999999
3176573,dsgdb9nsd_092448,17,3,2JHC,0.999036
3176574,dsgdb9nsd_092448,17,4,1JHC,89.7219
3176575,dsgdb9nsd_092448,17,6,3JHC,1.87153
3176576,dsgdb9nsd_092448,17,7,3JHC,4.08056
3176577,dsgdb9nsd_092448,18,0,3JHC,0.512026
3176578,dsgdb9nsd_092448,18,1,2JHC,5.02671
3176579,dsgdb9nsd_092448,18,2,3JHC,4.76471
3176580,dsgdb9nsd_092448,18,3,3JHC,4.09963
3176581,dsgdb9nsd_092448,18,4,3JHC,6.946089999999999
3176582,dsgdb9nsd_092448,18,6,1JHC,82.4361
3176583,dsgdb9nsd_092448,18,7,2JHC,2.56617
3176584,dsgdb9nsd_092448,18,19,3JHH,2.01665
3176585,dsgdb9nsd_092448,19,1,3JHC,3.3204
3176586,dsgdb9nsd_092448,19,2,3JHC,3.9286
3176587,dsgdb9nsd_092448,19,3,2JHC,2.32334
3176588,dsgdb9nsd_092448,19,4,3JHC,1.44374
3176589,dsgdb9nsd_092448,19,6,2JHC,3.68519
3176590,dsgdb9nsd_092448,19,7,1JHC,88.3065
3176591,dsgdb9nsd_092448,19,20,3JHH,1.6672799999999999
3176592,dsgdb9nsd_092448,20,3,3JHC,6.568919999999999
3176593,dsgdb9nsd_092448,20,6,3JHC,-0.125475
3176594,dsgdb9nsd_092448,20,7,2JHC,-0.481159
3180705,dsgdb9nsd_092541,9,0,1JHC,86.3607
3180706,dsgdb9nsd_092541,9,1,2JHC,-3.7746699999999995
3180707,dsgdb9nsd_092541,9,7,3JHC,2.65856
3180708,dsgdb9nsd_092541,9,10,2JHH,-10.3537
3180709,dsgdb9nsd_092541,9,11,2JHH,-11.6942
3180710,dsgdb9nsd_092541,9,12,3JHH,11.7148
3180711,dsgdb9nsd_092541,10,0,1JHC,81.8903
3180712,dsgdb9nsd_092541,10,1,2JHC,-3.44515
3180713,dsgdb9nsd_092541,10,7,3JHC,5.783530000000001
3180714,dsgdb9nsd_092541,10,11,2JHH,-12.0235
3180715,dsgdb9nsd_092541,10,12,3JHH,3.14012
3180716,dsgdb9nsd_092541,11,0,1JHC,80.1639
3180717,dsgdb9nsd_092541,11,1,2JHC,1.84197
3180718,dsgdb9nsd_092541,11,7,3JHC,-0.05583200000000001
3180719,dsgdb9nsd_092541,11,12,3JHH,2.8035
3180720,dsgdb9nsd_092541,12,0,2JHC,1.42133
3180721,dsgdb9nsd_092541,12,1,1JHC,81.4854
3180722,dsgdb9nsd_092541,12,3,3JHC,6.8576
3180723,dsgdb9nsd_092541,12,6,3JHC,5.63208
3180724,dsgdb9nsd_092541,12,7,2JHC,0.8290270000000001
3180725,dsgdb9nsd_092541,12,8,3JHC,0.137562
3180726,dsgdb9nsd_092541,12,17,3JHH,6.7678
3180727,dsgdb9nsd_092541,13,1,3JHC,5.4465699999999995
3180728,dsgdb9nsd_092541,13,3,1JHC,89.0375
3180729,dsgdb9nsd_092541,13,4,2JHC,3.7555400000000003
3180730,dsgdb9nsd_092541,13,6,2JHC,1.58968
3180731,dsgdb9nsd_092541,13,7,3JHC,1.2765600000000001
3180732,dsgdb9nsd_092541,13,14,3JHH,3.08317
3180733,dsgdb9nsd_092541,13,15,3JHH,0.9432780000000001
3180734,dsgdb9nsd_092541,13,16,3JHH,2.7680599999999997
3180735,dsgdb9nsd_092541,14,3,2JHC,3.1943200000000003
3180736,dsgdb9nsd_092541,14,4,1JHC,84.8861
3180737,dsgdb9nsd_092541,14,6,3JHC,1.02958
3180738,dsgdb9nsd_092541,14,15,2JHH,-5.43048
3180739,dsgdb9nsd_092541,15,3,2JHC,-2.65282
